u;g;r;i;z;specobjid;redshift;plate;mjd;class
1836623;1728374;1710249;1708237;1708018;104000000000000000000000;-0.000110713;924;52409;STAR
1843229;1709021;1631969;1592227;1562608;35200000000000000000000;0.1114134;313;51673;GALAXY
19185;1795185;1769667;1740301;1723933;452000000000000000000000;2934467;4012;55327;QSO
1750275;1633091;1626542;1627927;1632852;104000000000000000000000;-0.000133608;924;52409;STAR
185641;1743921;1701732;1684766;1677374;35200000000000000000000;-0.000334739;313;51673;STAR
1668712;1555539;1532647;152656;152713;104000000000000000000000;-9.25E-05;924;52409;STAR
180532;1693884;1637134;1600121;157757;35200000000000000000000;0.06678971;313;51673;GALAXY
1684121;1559618;1545007;1542957;1546287;104000000000000000000000;-0.000167117;924;52409;STAR
1827468;1720336;1700038;1692747;1691386;104000000000000000000000;-0.00023702;924;52409;STAR
1861856;1827938;1835033;1818638;1790065;35200000000000000000000;0.4438867;313;51673;QSO
1752863;1609976;1529003;1485754;1450794;35200000000000000000000;0.03737487;313;51673;GALAXY
1932365;1801678;1737806;1693019;1662969;35200000000000000000000;0.05208456;313;51673;GALAXY
1943084;1771259;1676803;1622858;1577959;35200000000000000000000;0.05208707;313;51673;GALAXY
1811424;1650473;1563759;1516252;146845;35200000000000000000000;0.0381603;313;51673;GALAXY
1884205;1757321;1704093;1677852;1662525;35200000000000000000000;0.000236468;313;51673;STAR
1763985;1596545;1523804;1493304;1476249;40900000000000000000000;-0.00018177;363;51989;STAR
1905816;1872869;1856146;1856388;1842066;104000000000000000000000;0.8519788;924;52409;QSO
1827034;1772155;1731716;168837;1676582;35200000000000000000000;0.1233117;313;51673;QSO
1885131;1755623;17025;1677774;1665466;40900000000000000000000;-0.000240998;363;51989;STAR
1796365;1660777;1605958;1582313;1571697;40900000000000000000000;1.92E-05;363;51989;STAR
1801117;1711953;1676515;1628697;1622357;35200000000000000000000;0.08232526;313;51673;GALAXY
1948298;1796527;1719378;1676144;1647426;30400000000000000000000;0.09608806;270;51909;GALAXY
1599244;1606064;1602849;1568855;1588149;30400000000000000000000;0.1774282;270;51909;QSO
192345;1850036;1816875;1779745;1766455;3040000000000000000000;0.0943777;270;51909;GALAXY
1925143;1911393;1893276;1892371;1894893;30400000000000000000000;1270856;270;51909;QSO
1955478;1824734;1747793;1703731;1675037;30400000000000000000000;0.1270732;270;51909;GALAXY
1953693;1818727;1763788;1731202;171592;56500000000000000000000;0.08277715;502;51957;GALAXY
1734612;1762898;1797817;1815803;182513;431000000000000000000000;1.56E-05;3830;55574;STAR
1783331;1769513;178176;179524;181295;56500000000000000000000;0.003922066;502;51957;STAR
1929296;1772656;1693598;1650212;1620782;56500000000000000000000;0.06611259;502;51957;GALAXY
1926785;181421;1760621;172486;1702501;56500000000000000000000;0.06071405;502;51957;GALAXY
1869289;1697156;1614869;157145;1540349;56500000000000000000000;0.08723669;502;51957;GALAXY
1885729;1785974;1743268;1718674;1702973;30400000000000000000000;0.03299528;270;51909;GALAXY
190457;186442;1824371;1815874;1850302;56500000000000000000000;0.1469108;502;51957;GALAXY
1862541;1753413;1695181;1659568;1640842;30500000000000000000000;0.1218233;271;51883;GALAXY
1949387;1833403;178526;1747725;1735613;30500000000000000000000;0.07935563;271;51883;GALAXY
1914493;1818233;1783024;1753996;1744349;30500000000000000000000;0.07929747;271;51883;GALAXY
1804709;1635452;155811;1518233;1488503;30500000000000000000000;0.07928143;271;51883;GALAXY
195114;1936491;1943489;192727;1901344;431000000000000000000000;2161657;3831;55543;QSO
1950643;1829796;1763665;1725477;1700299;30500000000000000000000;0.1115221;271;51883;GALAXY
1953268;1817139;1744463;1704036;1679137;30500000000000000000000;0.0765985;271;51883;GALAXY
1894543;1902759;1932679;1968029;1987423;30500000000000000000000;1205194;271;51883;QSO
1931796;1776815;16938;1648243;1615912;30500000000000000000000;0.09599821;271;51883;GALAXY
1927356;1761201;1677473;1634751;1601831;30500000000000000000000;0.0710241;271;51883;GALAXY
1726809;1548219;1465772;1425208;1392122;30500000000000000000000;0.05533539;271;51883;GALAXY
1937536;1813803;176506;1735037;1712683;30500000000000000000000;0.05389576;271;51883;GALAXY
1830907;166793;1591549;1543227;1510045;30500000000000000000000;0.05379997;271;51883;GALAXY
1929103;1819939;1770851;1738945;1722939;30500000000000000000000;0.1132934;271;51883;GALAXY
1945451;1816035;1741574;1700811;1671234;3060000000000000000000;0.09624433;272;51941;GALAXY
1902696;1785202;1720771;1680617;1653859;30500000000000000000000;0.09609467;271;51883;GALAXY
1893322;1755623;1683032;1641774;1612271;30500000000000000000000;0.0585773;271;51883;GALAXY
1958534;1823106;1747291;1704539;167253;30600000000000000000000;0.139486;272;51941;GALAXY
1671893;1478834;1391029;1347039;1310021;30600000000000000000000;0.03367727;272;51941;GALAXY
1907034;1723591;1635692;1594363;1562562;30600000000000000000000;0.07387309;272;51941;GALAXY
1880338;186769;1849047;1837515;1841928;30600000000000000000000;141799;272;51941;QSO
1847909;1740503;1690235;1653259;1634079;30600000000000000000000;0.07163879;272;51941;GALAXY
1888156;1714404;1625444;1581979;154591;3060000000000000000000;0.09849395;272;51941;GALAXY
1827549;1713985;1675728;166209;1655912;30600000000000000000000;0.000312273;272;51941;STAR
1929234;179793;1734232;1699065;1672868;30600000000000000000000;0.06556332;272;51941;GALAXY
1940975;1839446;1782222;1742357;1719227;3060000000000000000000;0.09911747;272;51941;GALAXY
1847952;174885;1715911;1702257;1697942;30600000000000000000000;0.000845307;272;51941;STAR
1898038;1772929;1699917;1659339;1633918;30600000000000000000000;0.09564617;272;51941;GALAXY
159949;1474302;1420571;1392933;1374879;30600000000000000000000;0.02161491;272;51941;GALAXY
1570082;1603469;1652109;16863;171683;431000000000000000000000;-1.82E-05;3832;55289;STAR
1942652;1811687;1725933;168205;1652178;30600000000000000000000;0.1485441;272;51941;GALAXY
1918067;1894049;1876484;1888793;1871921;30600000000000000000000;0.9298036;272;51941;QSO
1657869;1517572;1442223;1403672;1370485;30600000000000000000000;0.02150348;272;51941;GALAXY
1906254;1807661;1765415;1747791;1740232;30600000000000000000000;0.000795342;272;51941;STAR
1953465;1829648;1758384;171594;1691076;30600000000000000000000;0.09909654;272;51941;GALAXY
192964;1793431;1722332;1685847;1659285;306000000000000000000;0.1061503;272;51941;GALAXY
1946181;1860188;1830383;1823145;1819877;786000000000000000000000;0.000386356;6982;56444;STAR
1856254;170802;1635152;1596618;1569373;68800000000000000000000;0.0723699;611;52055;GALAXY
1885043;1777755;1801755;1822997;1837519;68800000000000000000000;-0.001116888;611;52055;STAR
1891214;1772177;1697724;1654466;163097;68800000000000000000000;0.1441836;611;52055;GALAXY
1922866;1925154;1932166;1916101;1907684;786000000000000000000000;1843137;6982;56444;QSO
1911604;1850957;181466;1802534;1778348;786000000000000000000000;0.7674097;6982;56444;QSO
1399371;1279955;1248238;1514665;1260718;68800000000000000000000;-0.000103626;611;52055;STAR
1902697;1756019;1686668;164911;1620644;68800000000000000000000;0.03934216;611;52055;GALAXY
1928681;1808003;1742526;1705809;1680983;68800000000000000000000;0.1061829;611;52055;GALAXY
1918025;1807686;1767785;1752737;1747851;68800000000000000000000;-0.000125106;611;52055;STAR
1911483;1819063;1790294;1781454;1776614;68700000000000000000000;-0.00050319;610;52056;STAR
1896222;1868437;185898;1850299;1829765;68700000000000000000000;214086;610;52056;QSO
1848559;182683;1820089;1801646;1806096;68700000000000000000000;1551075;610;52056;QSO
1906858;1822997;1792678;17838;1785916;69000000000000000000000;-0.000420118;613;52345;STAR
1739736;1611545;1552495;1517717;1499923;68700000000000000000000;0.07287213;610;52056;GALAXY
194803;176095;1663817;1623189;1597296;69000000000000000000000;0.1934368;613;52345;GALAXY
1895093;1870801;1857985;1840363;1841036;69300000000000000000000;0.07144373;615;52347;GALAXY
1734368;16.3;1657309;1676522;168784;69300000000000000000000;-0.000925565;615;52347;STAR
1921411;1733065;1649401;1610221;1581774;69300000000000000000000;0.07166556;615;52347;GALAXY
1798095;1716437;1689277;167058;1655547;6930000000000000000000;0.02970354;615;52347;GALAXY
1894489;1762321;1717138;1689219;1672184;69300000000000000000000;0.03946;615;52347;GALAXY
1784371;169311;1666266;1655603;1652569;764000000000000000000000;-0.000808427;6790;56430;STAR
1863578;1679715;1590695;1549465;1515987;764000000000000000000000;0.07163559;6790;56430;GALAXY
1764077;1666002;1631522;1619426;1612923;69200000000000000000000;-0.001050887;615;52347;STAR
1933291;1904327;1918341;190411;1903959;6930000000000000000000;0.5108938;615;52347;QSO
1866714;1722148;1651698;1610549;1584128;693000000000000000000;0.07070684;615;52347;GALAXY
1919906;1803384;1738474;169821;1672652;69100000000000000000000;0.1419099;614;53437;GALAXY
1776064;1656186;1597689;1561159;1538773;69200000000000000000000;0.07141262;615;52347;GALAXY
193668;1738861;1645565;1605264;1571803;69100000000000000000000;0.09235592;614;53437;GALAXY
1948654;1917523;1917525;1903059;1874423;69200000000000000000000;0.4446379;615;52347;QSO
189269;178404;1748108;1733852;1727811;325000000000000000000000;-0.00022284;2883;54525;STAR
190739;1786919;1740359;1710404;1694829;69200000000000000000000;0.09128856;615;52347;GALAXY
191178;1728224;1646452;1608875;1578279;69200000000000000000000;0.07111931;615;52347;GALAXY
1944288;1797712;1721725;168438;166109;69100000000000000000000;0.1024852;614;53437;GALAXY
1875747;1664646;1573401;1525923;149446;69100000000000000000000;0.06798885;614;53437;GALAXY
1843794;1663449;159893;1579679;1572043;69100000000000000000000;-1.56E-05;614;53437;STAR
1895155;1794726;1777266;176473;1765202;325000000000000000000000;0.05575593;2883;54525;GALAXY
1821465;1719345;1680374;1657088;1642375;325000000000000000000000;0.05050314;2883;54525;GALAXY
1958666;1823553;17456;1707239;1680935;325000000000000000000000;0.1570884;2883;54525;GALAXY
1707641;1623594;159696;1586324;1584943;765000000000000000000000;-0.00035887;6791;56429;STAR
1741594;1542759;1455424;1414442;1389048;325000000000000000000000;0.04981794;2883;54525;GALAXY
1953597;1827672;1766959;1730725;17117;69100000000000000000000;0.1024924;614;53437;GALAXY
1947573;1875232;1853801;1838247;1839793;765000000000000000000000;1654892;6791;56429;QSO
1854995;1713962;1631415;1588957;1558717;6910000000000000000000;0.1359338;614;53437;GALAXY
1819597;1797829;180062;1786243;1794382;69100000000000000000000;0.57538;614;53437;QSO
1812977;1701237;1662803;1650062;1645298;325000000000000000000000;-7.59E-05;2883;54525;STAR
1941661;1958651;1957058;1931091;1913396;69100000000000000000000;2042624;614;53437;QSO
1801735;1685452;1658167;1649629;1645922;69100000000000000000000;-0.000606437;614;53437;STAR
1785519;1695047;1666178;1657861;1657094;69100000000000000000000;-0.000602968;614;53437;STAR
1723218;1631724;1606771;1598504;1593951;839000000000000000000000;-0.000100698;7456;56727;STAR
1883246;1793431;1766362;1741183;173722;33200000000000000000000;0.07241754;295;51985;GALAXY
195913;182246;176328;174053;1726543;839000000000000000000000;-0.00064844;7456;56727;STAR
192046;1808488;1749803;1712994;1687485;33200000000000000000000;0.09806354;295;51985;GALAXY
1804437;16502;1591545;1569894;15583;839000000000000000000000;-2.79E-05;7456;56727;STAR
1892926;1775925;1722925;1691612;166834;33200000000000000000000;0.08155919;295;51985;GALAXY
1926637;1814542;1772457;1757133;1750683;33200000000000000000000;-3.46E-05;295;51985;STAR
1817035;171598;1682985;1671137;1666227;839000000000000000000000;0.000125936;7456;56727;STAR
1928462;1815754;175493;171875;1696003;33200000000000000000000;0.1518807;295;51985;GALAXY
177079;1618625;1563262;1544298;1535629;327000000000000000000000;-0.000231474;2901;54652;STAR
1685761;1560493;1509246;148799;1476609;327000000000000000000000;0.000353753;2901;54652;STAR
1899199;1760922;1709838;1692394;1683859;839000000000000000000000;0.000228608;7456;56727;STAR
1650823;1550211;151168;1496612;1490916;32700000000000000000000;-0.000152677;2901;54652;STAR
1849585;1761455;1732567;1721983;1718939;839000000000000000000000;0.000358856;7456;56727;STAR
1921622;1788361;1715733;1670695;1642331;33200000000000000000000;0.06665725;295;51985;GALAXY
1957351;1835434;1784932;176358;1752158;839000000000000000000000;-1.98E-05;7456;56727;STAR
1839514;180393;1813415;1813517;1807506;33200000000000000000000;0.7328859;295;51985;QSO
1928842;1790499;1737634;1717282;1708334;839000000000000000000000;6.05E-05;7456;56727;STAR
17419;1592307;1532262;1508496;1497039;327000000000000000000000;-3.90E-05;2901;54652;STAR
1944893;1740265;1645564;1602293;156909;33200000000000000000000;0.08220764;295;51985;GALAXY
1842743;174124;1711634;1698952;1698167;839000000000000000000000;0.000177447;7456;56727;STAR
176849;1615998;1565371;1547599;1541798;839000000000000000000000;-3.21E-05;7456;56727;STAR
1884473;1773959;1730371;1707975;1697148;839000000000000000000000;0.000461972;7456;56727;STAR
1953675;1817706;1763472;17412;1728999;839000000000000000000000;0.00038168;7456;56727;STAR
1920611;1799724;1755016;1727137;1715086;33200000000000000000000;0.09879459;295;51985;GALAXY
1859422;1710204;1655357;16334;162106;839000000000000000000000;-0.000231687;7456;56727;STAR
1723223;156565;1509445;1490037;1483234;327000000000000000000000;-9.57E-06;2901;54652;STAR
1671268;154646;154957;1555974;1559211;839000000000000000000000;0.000705155;7456;56727;STAR
1949072;1743773;1660871;1628958;1610616;839000000000000000000000;7.00E-05;7456;56727;STAR
1525174;157496;1631116;1670094;1704476;451000000000000000000000;-0.000271459;4004;55321;STAR
1820387;1637912;1555095;1515792;1482609;33200000000000000000000;0.03336366;295;51985;GALAXY
1896098;1740032;1677698;1654749;1643402;839000000000000000000000;0.00027557;7456;56727;STAR
1896838;1889708;1872593;1858185;1863512;372000000000000000000000;1437575;3307;54970;QSO
1929517;1819675;1809776;1807139;1817763;839000000000000000000000;0.000141276;7456;56727;STAR
1959316;1773319;1684315;1647792;1625525;329000000000000000000000;0;2926;54625;GALAXY
1948843;1868607;1833399;1816623;1807464;372000000000000000000000;-0.000159762;3307;54970;STAR
1897833;1791414;1730535;1688135;1670584;33300000000000000000000;0.1497523;296;51984;GALAXY
1820629;1798477;1787518;1774432;1776886;33300000000000000000000;0.4922803;296;51984;QSO
171768;1611383;1568387;155186;1543831;37200000000000000000000;0.000127928;3307;54970;STAR
1702207;1586282;1538964;1518099;1509037;37200000000000000000000;0.000184797;3307;54970;STAR
1869084;1711504;1645852;1620688;1606463;372000000000000000000000;-7.88E-05;3307;54970;STAR
1947535;1826338;1784744;1769777;1763067;372000000000000000000000;-5.99E-05;3307;54970;STAR
1915134;1728001;16427;1600369;1566151;33300000000000000000000;0.05369467;296;51984;GALAXY
1866707;1759005;1715414;1696818;1688218;372000000000000000000000;-4.31E-05;3307;54970;STAR
1882944;1707817;1624804;1582202;1555929;33300000000000000000000;0.1104037;296;51984;GALAXY
1914529;1777007;1727012;1693742;1674766;33300000000000000000000;0.07397862;296;51984;GALAXY
1856956;1762317;1724394;1710026;1701949;372000000000000000000000;0.000347395;3307;54970;STAR
19107;1891084;1878927;1852946;1860448;33300000000000000000000;1524594;296;51984;QSO
1851094;1629995;1538677;1507351;1486744;372000000000000000000000;-1.69E-05;3307;54970;STAR
1760235;1643575;1585188;1547624;1527507;33300000000000000000000;0.08501464;296;51984;GALAXY
1938995;1780081;169264;1647581;1615206;4970000000000000000000;0.05237225;441;51868;GALAXY
1884184;1749651;1671831;1632482;1599884;49700000000000000000000;0.127217;441;51868;GALAXY
1901631;1788224;1737631;1706558;1687105;49700000000000000000000;0.05440296;441;51868;GALAXY
1828737;1648646;1556659;1510007;1471463;49700000000000000000000;0.05294081;441;51868;GALAXY
1803081;1676858;1631297;161446;1608312;357000000000000000000000;-1.05E-06;3174;54821;STAR
1900329;1760766;1690166;1652168;1625993;49700000000000000000000;0.05451663;441;51868;GALAXY
1933938;1758611;167392;1633075;1600785;49700000000000000000000;0.05439353;441;51868;GALAXY
1928499;1794259;1737335;1711642;1700562;357000000000000000000000;0.000533142;3174;54821;STAR
1932122;1786063;1689372;1636995;1608646;49700000000000000000000;0.1282468;441;51868;QSO
1937331;1867512;1847048;1838232;1825031;416000000000000000000000;2649395;3692;55186;QSO
1956834;1754383;1661448;1617797;158313;49700000000000000000000;0.07496843;441;51868;GALAXY
1881728;1727699;1664442;1642113;1629768;357000000000000000000000;-7.54E-05;3174;54821;STAR
1871994;1712308;1649015;1624456;1598312;357000000000000000000000;-3.11E-05;3174;54821;STAR
1915095;1780657;1705128;1663883;1629992;49700000000000000000000;0.1287123;441;51868;GALAXY
1912385;1743347;1675485;1647183;1630997;357000000000000000000000;9.28E-05;3174;54821;STAR
1947342;1728898;1613322;156401;1522758;49700000000000000000000;0.1209088;441;51868;GALAXY
1879048;1701146;1627689;1598501;1568576;49700000000000000000000;0.07495922;441;51868;GALAXY
1555138;1440723;1411945;1400706;1401225;49700000000000000000000;-2.87E-05;441;51868;STAR
1887903;176121;1708879;1689076;1676843;357000000000000000000000;-0.000161481;3174;54821;STAR
